Date,Language,Conversions
16/09/2019,Language 1,0
16/09/2019,Language 2,0
16/09/2019,Language 2,0
16/09/2019,Language 3,0
16/09/2019,Language 3,0
16/09/2019,Language 3,0
16/09/2019,Language 4,0
16/09/2019,Language 4,0
16/09/2019,Language 5,0
16/09/2019,Language 4,0
16/09/2019,Language 4,0
16/09/2019,Language 4,0
16/09/2019,Language 4,0
16/09/2019,Language 5,7
16/09/2019,Language 5,0
16/09/2019,Language 5,0
16/09/2019,Language 5,0
16/09/2019,Language 5,0
16/09/2019,Language 5,0
16/09/2019,Language 5,1
16/09/2019,Language 5,0
16/09/2019,Language 5,1
16/09/2019,Language 5,0
16/09/2019,Language 5,0
16/09/2019,Language 6,"0,03"
16/09/2019,Language 6,0
16/09/2019,Language 6,0
16/09/2019,Language 6,0
16/09/2019,Language 6,0
16/09/2019,Language 6,0
16/09/2019,Language 6,0
16/09/2019,Language 6,0
16/09/2019,Language 6,0
16/09/2019,Language 7,0
16/09/2019,Language 7,0
16/09/2019,Language 7,0
16/09/2019,Language 7,0
16/09/2019,Language 7,0
16/09/2019,Language 7,0
16/09/2019,Language 7,"78,86"
16/09/2019,Language 7,0
16/09/2019,Language 7,"26,67"
16/09/2019,Language 7,5
16/09/2019,Language 7,6
16/09/2019,Language 7,0
16/09/2019,Language 7,2
16/09/2019,Language 7,1
16/09/2019,Language 7,8
16/09/2019,Language 7,"0,83"
16/09/2019,Language 7,"20,9"
16/09/2019,Language 7,0
16/09/2019,Language 7,0
16/09/2019,Language 7,"12,72"
16/09/2019,Language 7,9
16/09/2019,Language 7,0
16/09/2019,Language 7,0
16/09/2019,Language 7,"0,33"
16/09/2019,Language 7,2
16/09/2019,Language 7,2
16/09/2019,Language 7,0
16/09/2019,Language 7,0
16/09/2019,Language 7,0
16/09/2019,Language 7,0
16/09/2019,Language 7,0
16/09/2019,Language 8,"10,17"
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 8,1
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 8,0
16/09/2019,Language 9,3
16/09/2019,Language 9,0
16/09/2019,Language 9,0
16/09/2019,Language 9,2
16/09/2019,Language 9,0
16/09/2019,Language 9,0
16/09/2019,Language 9,0
16/09/2019,Language 9,0
16/09/2019,Language 9,0
16/09/2019,Language 9,0
16/09/2019,Language 9,0
16/09/2019,Language 9,0
16/09/2019,Language 10,2
16/09/2019,Language 10,0
16/09/2019,Language 10,1
16/09/2019,Language 10,0
16/09/2019,Language 10,0
16/09/2019,Language 10,0
16/09/2019,Language 10,0
16/09/2019,Language 10,0
16/09/2019,Language 10,0
16/09/2019,Language 10,0
16/09/2019,Language 10,0
16/09/2019,Language 10,0
16/09/2019,Language 11,0
16/09/2019,Language 11,0
16/09/2019,Language 11,0
16/09/2019,Language 11,0
16/09/2019,Language 11,0
16/09/2019,Language 11,0
16/09/2019,Language 11,0
16/09/2019,Language 12,0
16/09/2019,Language 12,0
16/09/2019,Language 12,0
16/09/2019,Language 12,0
16/09/2019,Language 12,0
16/09/2019,Language 12,0
16/09/2019,Language 12,0
16/09/2019,Language 13,"2,75"
16/09/2019,Language 13,0
16/09/2019,Language 13,0
16/09/2019,Language 13,0
16/09/2019,Language 14,0
16/09/2019,Language 14,0
16/09/2019,Language 14,0
16/09/2019,Language 14,0
16/09/2019,Language 14,0
16/09/2019,Language 14,0
16/09/2019,Language 14,0
16/09/2019,Language 14,0
16/09/2019,Language 15,"2,33"
16/09/2019,Language 15,0
16/09/2019,Language 15,0
16/09/2019,Language 15,0
16/09/2019,Language 15,0
16/09/2019,Language 15,0
16/09/2019,Language 15,0
16/09/2019,Language 15,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
16/09/2019,Language 16,0
17/09/2019,Language 1,0
17/09/2019,Language 1,0
17/09/2019,Language 2,0
17/09/2019,Language 2,0
17/09/2019,Language 3,0
17/09/2019,Language 3,0
17/09/2019,Language 3,0
17/09/2019,Language 4,0
17/09/2019,Language 4,0
17/09/2019,Language 5,0
17/09/2019,Language 4,0
17/09/2019,Language 4,0
17/09/2019,Language 4,0
17/09/2019,Language 4,0
17/09/2019,Language 5,3
17/09/2019,Language 5,0
17/09/2019,Language 5,0
17/09/2019,Language 5,0
17/09/2019,Language 5,0
17/09/2019,Language 5,0
17/09/2019,Language 5,0
17/09/2019,Language 5,0
17/09/2019,Language 5,0
17/09/2019,Language 5,1
17/09/2019,Language 5,0
17/09/2019,Language 6,"1,72"
17/09/2019,Language 6,0
17/09/2019,Language 6,0
17/09/2019,Language 6,0
17/09/2019,Language 6,2
17/09/2019,Language 6,0
17/09/2019,Language 6,0
17/09/2019,Language 6,0
17/09/2019,Language 6,0
17/09/2019,Language 7,0
17/09/2019,Language 7,0
17/09/2019,Language 7,0
17/09/2019,Language 7,0
17/09/2019,Language 7,0
17/09/2019,Language 7,0
17/09/2019,Language 7,"87,68"
17/09/2019,Language 7,0
17/09/2019,Language 7,"26,83"
17/09/2019,Language 7,"5,5"
17/09/2019,Language 7,1
17/09/2019,Language 7,0
17/09/2019,Language 7,3
17/09/2019,Language 7,2
17/09/2019,Language 7,"3,67"
17/09/2019,Language 7,"6,25"
17/09/2019,Language 7,"11,44"
17/09/2019,Language 7,0
17/09/2019,Language 7,0
17/09/2019,Language 7,12
17/09/2019,Language 7,"5,67"
17/09/2019,Language 7,0
17/09/2019,Language 7,0
17/09/2019,Language 7,"4,58"
17/09/2019,Language 7,2
17/09/2019,Language 7,1
17/09/2019,Language 7,0
17/09/2019,Language 7,0
17/09/2019,Language 7,0
17/09/2019,Language 7,0
17/09/2019,Language 7,0
17/09/2019,Language 8,7
17/09/2019,Language 8,0
17/09/2019,Language 8,0
17/09/2019,Language 8,0
17/09/2019,Language 8,0
17/09/2019,Language 8,0
17/09/2019,Language 8,0
17/09/2019,Language 8,0
17/09/2019,Language 8,0
17/09/2019,Language 8,0
17/09/2019,Language 8,0
17/09/2019,Language 8,1
17/09/2019,Language 8,0
17/09/2019,Language 8,3
17/09/2019,Language 8,0
17/09/2019,Language 8,0
17/09/2019,Language 8,0
17/09/2019,Language 9,4
17/09/2019,Language 9,0
17/09/2019,Language 9,0
17/09/2019,Language 9,"2,5"
17/09/2019,Language 9,0
17/09/2019,Language 9,0
17/09/2019,Language 9,0
17/09/2019,Language 9,0
17/09/2019,Language 9,0
17/09/2019,Language 9,0
17/09/2019,Language 9,0
17/09/2019,Language 9,0
17/09/2019,Language 10,0
17/09/2019,Language 10,0
17/09/2019,Language 10,3
17/09/2019,Language 10,0
17/09/2019,Language 10,0
17/09/2019,Language 10,0
17/09/2019,Language 10,0
17/09/2019,Language 10,0
17/09/2019,Language 10,0
17/09/2019,Language 10,0
17/09/2019,Language 10,0
17/09/2019,Language 10,0
17/09/2019,Language 11,0
17/09/2019,Language 11,0
17/09/2019,Language 11,0
17/09/2019,Language 11,0
17/09/2019,Language 11,0
17/09/2019,Language 11,0
17/09/2019,Language 11,0
17/09/2019,Language 12,0
17/09/2019,Language 12,0
17/09/2019,Language 12,0
17/09/2019,Language 12,0
17/09/2019,Language 12,0
17/09/2019,Language 12,0
17/09/2019,Language 12,0
17/09/2019,Language 13,0
17/09/2019,Language 13,0
17/09/2019,Language 13,0
17/09/2019,Language 13,0
17/09/2019,Language 14,3
17/09/2019,Language 14,0
17/09/2019,Language 14,0
17/09/2019,Language 14,0
17/09/2019,Language 14,0
17/09/2019,Language 14,0
17/09/2019,Language 14,0
17/09/2019,Language 14,0
17/09/2019,Language 15,"0,4"
17/09/2019,Language 15,0
17/09/2019,Language 15,0
17/09/2019,Language 15,0
17/09/2019,Language 15,0
17/09/2019,Language 15,0
17/09/2019,Language 15,0
17/09/2019,Language 15,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
17/09/2019,Language 16,0
18/09/2019,Language 1,0
18/09/2019,Language 1,0
18/09/2019,Language 2,0
18/09/2019,Language 2,0
18/09/2019,Language 3,0
18/09/2019,Language 3,0
18/09/2019,Language 3,0
18/09/2019,Language 4,0
18/09/2019,Language 4,0
18/09/2019,Language 5,0
18/09/2019,Language 4,0
18/09/2019,Language 4,0
18/09/2019,Language 4,0
18/09/2019,Language 4,0
18/09/2019,Language 5,5
18/09/2019,Language 5,0
18/09/2019,Language 5,0
18/09/2019,Language 5,0
18/09/2019,Language 5,0
18/09/2019,Language 5,0
18/09/2019,Language 5,0
18/09/2019,Language 5,0
18/09/2019,Language 5,0
18/09/2019,Language 5,1
18/09/2019,Language 5,0
18/09/2019,Language 6,"1,22"
18/09/2019,Language 6,0
18/09/2019,Language 6,0
18/09/2019,Language 6,0
18/09/2019,Language 6,0
18/09/2019,Language 6,0
18/09/2019,Language 6,0
18/09/2019,Language 6,0
18/09/2019,Language 6,0
18/09/2019,Language 7,0
18/09/2019,Language 7,0
18/09/2019,Language 7,0
18/09/2019,Language 7,0
18/09/2019,Language 7,0
18/09/2019,Language 7,0
18/09/2019,Language 7,"100,59"
18/09/2019,Language 7,0
18/09/2019,Language 7,"34,58"
18/09/2019,Language 7,0
18/09/2019,Language 7,3
18/09/2019,Language 7,1
18/09/2019,Language 7,2
18/09/2019,Language 7,1
18/09/2019,Language 7,"6,64"
18/09/2019,Language 7,"6,17"
18/09/2019,Language 7,"20,16"
18/09/2019,Language 7,0
18/09/2019,Language 7,0
18/09/2019,Language 7,"6,67"
18/09/2019,Language 7,5
18/09/2019,Language 7,0
18/09/2019,Language 7,0
18/09/2019,Language 7,5
18/09/2019,Language 7,"3,25"
18/09/2019,Language 7,1
18/09/2019,Language 7,0
18/09/2019,Language 7,0
18/09/2019,Language 7,0
18/09/2019,Language 7,0
18/09/2019,Language 7,0
18/09/2019,Language 8,"2,64"
18/09/2019,Language 8,0
18/09/2019,Language 8,0
18/09/2019,Language 8,1
18/09/2019,Language 8,0
18/09/2019,Language 8,0
18/09/2019,Language 8,0
18/09/2019,Language 8,0
18/09/2019,Language 8,0
18/09/2019,Language 8,0
18/09/2019,Language 8,0
18/09/2019,Language 8,1
18/09/2019,Language 8,0
18/09/2019,Language 8,0
18/09/2019,Language 8,0
18/09/2019,Language 8,0
18/09/2019,Language 8,0
18/09/2019,Language 9,3
18/09/2019,Language 9,0
18/09/2019,Language 9,0
18/09/2019,Language 9,0
18/09/2019,Language 9,0
18/09/2019,Language 9,0
18/09/2019,Language 9,0
18/09/2019,Language 9,0
18/09/2019,Language 9,0
18/09/2019,Language 9,0
18/09/2019,Language 9,0
18/09/2019,Language 9,0
18/09/2019,Language 10,3
18/09/2019,Language 10,0
18/09/2019,Language 10,3
18/09/2019,Language 10,0
18/09/2019,Language 10,0
18/09/2019,Language 10,0
18/09/2019,Language 10,0
18/09/2019,Language 10,0
18/09/2019,Language 10,0
18/09/2019,Language 10,0
18/09/2019,Language 10,0
18/09/2019,Language 10,0
18/09/2019,Language 11,1
18/09/2019,Language 11,0
18/09/2019,Language 11,0
18/09/2019,Language 11,0
18/09/2019,Language 11,0
18/09/2019,Language 11,0
18/09/2019,Language 11,0
18/09/2019,Language 12,0
18/09/2019,Language 12,0
18/09/2019,Language 12,0
18/09/2019,Language 12,0
18/09/2019,Language 12,0
18/09/2019,Language 12,0
18/09/2019,Language 12,0
18/09/2019,Language 13,"0,8"
18/09/2019,Language 13,0
18/09/2019,Language 13,0
18/09/2019,Language 13,0
18/09/2019,Language 14,0
18/09/2019,Language 14,0
18/09/2019,Language 14,0
18/09/2019,Language 14,0
18/09/2019,Language 14,0
18/09/2019,Language 14,0
18/09/2019,Language 14,0
18/09/2019,Language 14,0
18/09/2019,Language 15,"4,17"
18/09/2019,Language 15,0
18/09/2019,Language 15,0
18/09/2019,Language 15,0
18/09/2019,Language 15,0
18/09/2019,Language 15,0
18/09/2019,Language 15,0
18/09/2019,Language 15,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
18/09/2019,Language 16,0
19/09/2019,Language 1,0
19/09/2019,Language 1,0
19/09/2019,Language 2,0
19/09/2019,Language 2,0
19/09/2019,Language 3,0
19/09/2019,Language 3,0
19/09/2019,Language 3,0
19/09/2019,Language 4,0
19/09/2019,Language 4,0
19/09/2019,Language 5,0
19/09/2019,Language 4,0
19/09/2019,Language 4,0
19/09/2019,Language 4,0
19/09/2019,Language 4,0
19/09/2019,Language 5,3
19/09/2019,Language 5,0
19/09/2019,Language 5,0
19/09/2019,Language 5,0
19/09/2019,Language 5,0
19/09/2019,Language 5,0
19/09/2019,Language 5,0
19/09/2019,Language 5,0
19/09/2019,Language 5,0
19/09/2019,Language 5,1
19/09/2019,Language 5,0
19/09/2019,Language 6,3
19/09/2019,Language 6,0
19/09/2019,Language 6,1
19/09/2019,Language 6,1
19/09/2019,Language 6,0
19/09/2019,Language 6,0
19/09/2019,Language 6,0
19/09/2019,Language 6,1
19/09/2019,Language 6,0
19/09/2019,Language 7,0
19/09/2019,Language 7,0
19/09/2019,Language 7,0
19/09/2019,Language 7,0
19/09/2019,Language 7,0
19/09/2019,Language 7,1
19/09/2019,Language 7,"79,7"
19/09/2019,Language 7,0
19/09/2019,Language 7,"32,17"
19/09/2019,Language 7,6
19/09/2019,Language 7,6
19/09/2019,Language 7,0
19/09/2019,Language 7,5
19/09/2019,Language 7,1
19/09/2019,Language 7,7
19/09/2019,Language 7,"5,83"
19/09/2019,Language 7,"17,5"
19/09/2019,Language 7,0
19/09/2019,Language 7,0
19/09/2019,Language 7,"16,33"
19/09/2019,Language 7,"3,5"
19/09/2019,Language 7,0
19/09/2019,Language 7,0
19/09/2019,Language 7,1
19/09/2019,Language 7,1
19/09/2019,Language 7,2
19/09/2019,Language 7,0
19/09/2019,Language 7,0
19/09/2019,Language 7,0
19/09/2019,Language 7,0
19/09/2019,Language 7,0
19/09/2019,Language 8,"10,33"
19/09/2019,Language 8,0
19/09/2019,Language 8,0
19/09/2019,Language 8,1
19/09/2019,Language 8,0
19/09/2019,Language 8,0
19/09/2019,Language 8,0
19/09/2019,Language 8,0
19/09/2019,Language 8,0
19/09/2019,Language 8,0
19/09/2019,Language 8,0
19/09/2019,Language 8,1
19/09/2019,Language 8,0
19/09/2019,Language 8,0
19/09/2019,Language 8,0
19/09/2019,Language 8,0
19/09/2019,Language 8,0
19/09/2019,Language 9,5
19/09/2019,Language 9,0
19/09/2019,Language 9,0
19/09/2019,Language 9,2
19/09/2019,Language 9,0
19/09/2019,Language 9,0
19/09/2019,Language 9,0
19/09/2019,Language 9,0
19/09/2019,Language 9,0
19/09/2019,Language 9,0
19/09/2019,Language 9,0
19/09/2019,Language 9,0
19/09/2019,Language 10,0
19/09/2019,Language 10,0
19/09/2019,Language 10,0
19/09/2019,Language 10,0
19/09/2019,Language 10,0
19/09/2019,Language 10,0
19/09/2019,Language 10,0
19/09/2019,Language 10,0
19/09/2019,Language 10,1
19/09/2019,Language 10,2
19/09/2019,Language 10,0
19/09/2019,Language 10,0
19/09/2019,Language 11,0
19/09/2019,Language 11,0
19/09/2019,Language 11,0
19/09/2019,Language 11,0
19/09/2019,Language 11,0
19/09/2019,Language 11,0
19/09/2019,Language 11,0
19/09/2019,Language 12,0
19/09/2019,Language 12,0
19/09/2019,Language 12,0
19/09/2019,Language 12,0
19/09/2019,Language 12,0
19/09/2019,Language 12,0
19/09/2019,Language 12,0
19/09/2019,Language 13,2
19/09/2019,Language 13,0
19/09/2019,Language 13,0
19/09/2019,Language 13,1
19/09/2019,Language 14,0
19/09/2019,Language 14,0
19/09/2019,Language 14,0
19/09/2019,Language 14,0
19/09/2019,Language 14,0
19/09/2019,Language 14,0
19/09/2019,Language 14,0
19/09/2019,Language 14,0
19/09/2019,Language 15,"1,2"
19/09/2019,Language 15,0
19/09/2019,Language 15,0
19/09/2019,Language 15,0
19/09/2019,Language 15,0
19/09/2019,Language 15,0
19/09/2019,Language 15,0
19/09/2019,Language 15,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
19/09/2019,Language 16,0
20/09/2019,Language 1,0
20/09/2019,Language 1,0
20/09/2019,Language 2,0
20/09/2019,Language 2,0
20/09/2019,Language 3,0
20/09/2019,Language 3,0
20/09/2019,Language 3,0
20/09/2019,Language 4,0
20/09/2019,Language 4,0
20/09/2019,Language 5,0
20/09/2019,Language 4,0
20/09/2019,Language 4,0
20/09/2019,Language 4,0
20/09/2019,Language 4,0
20/09/2019,Language 5,7
20/09/2019,Language 5,0
20/09/2019,Language 5,0
20/09/2019,Language 5,0
20/09/2019,Language 5,0
20/09/2019,Language 5,1
20/09/2019,Language 5,0
20/09/2019,Language 5,0
20/09/2019,Language 5,0
20/09/2019,Language 5,0
20/09/2019,Language 5,0
20/09/2019,Language 6,"1,17"
20/09/2019,Language 6,0
20/09/2019,Language 6,0
20/09/2019,Language 6,0
20/09/2019,Language 6,0
20/09/2019,Language 6,0
20/09/2019,Language 6,0
20/09/2019,Language 6,0
20/09/2019,Language 6,0
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,"105,92"
20/09/2019,Language 7,0
20/09/2019,Language 7,"32,17"
20/09/2019,Language 7,"3,33"
20/09/2019,Language 7,1
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,"6,5"
20/09/2019,Language 7,"5,17"
20/09/2019,Language 7,"10,78"
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,"13,32"
20/09/2019,Language 7,4
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,"2,5"
20/09/2019,Language 7,"1,5"
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 7,0
20/09/2019,Language 8,7
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 8,2
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 8,0
20/09/2019,Language 9,2
20/09/2019,Language 9,0
20/09/2019,Language 9,0
20/09/2019,Language 9,1
20/09/2019,Language 9,0
20/09/2019,Language 9,0
20/09/2019,Language 9,0
20/09/2019,Language 9,0
20/09/2019,Language 9,0
20/09/2019,Language 9,0
20/09/2019,Language 9,0
20/09/2019,Language 9,0
20/09/2019,Language 10,0
20/09/2019,Language 10,1
20/09/2019,Language 10,0
20/09/2019,Language 10,0
20/09/2019,Language 10,0
20/09/2019,Language 10,0
20/09/2019,Language 10,0
20/09/2019,Language 10,0
20/09/2019,Language 10,0
20/09/2019,Language 10,0
20/09/2019,Language 10,0
20/09/2019,Language 10,0
20/09/2019,Language 11,0
20/09/2019,Language 11,0
20/09/2019,Language 11,0
20/09/2019,Language 11,0
20/09/2019,Language 11,0
20/09/2019,Language 11,0
20/09/2019,Language 11,0
20/09/2019,Language 12,0
20/09/2019,Language 12,0
20/09/2019,Language 12,0
20/09/2019,Language 12,0
20/09/2019,Language 12,0
20/09/2019,Language 12,0
20/09/2019,Language 12,0
20/09/2019,Language 13,"1,2"
20/09/2019,Language 13,0
20/09/2019,Language 13,0
20/09/2019,Language 13,0
20/09/2019,Language 14,0
20/09/2019,Language 14,0
20/09/2019,Language 14,0
20/09/2019,Language 14,0
20/09/2019,Language 14,0
20/09/2019,Language 14,0
20/09/2019,Language 14,0
20/09/2019,Language 14,0
20/09/2019,Language 15,4
20/09/2019,Language 15,0
20/09/2019,Language 15,0
20/09/2019,Language 15,0
20/09/2019,Language 15,0
20/09/2019,Language 15,0
20/09/2019,Language 15,0
20/09/2019,Language 15,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
20/09/2019,Language 16,0
21/09/2019,Language 1,0
21/09/2019,Language 1,0
21/09/2019,Language 2,0
21/09/2019,Language 2,0
21/09/2019,Language 3,0
21/09/2019,Language 3,0
21/09/2019,Language 3,0
21/09/2019,Language 4,0
21/09/2019,Language 4,0
21/09/2019,Language 5,0
21/09/2019,Language 4,0
21/09/2019,Language 4,0
21/09/2019,Language 4,0
21/09/2019,Language 4,0
21/09/2019,Language 5,6
21/09/2019,Language 5,0
21/09/2019,Language 5,0
21/09/2019,Language 5,0
21/09/2019,Language 5,0
21/09/2019,Language 5,1
21/09/2019,Language 5,0
21/09/2019,Language 5,0
21/09/2019,Language 5,0
21/09/2019,Language 5,0
21/09/2019,Language 5,0
21/09/2019,Language 6,0
21/09/2019,Language 6,0
21/09/2019,Language 6,0
21/09/2019,Language 6,1
21/09/2019,Language 6,0
21/09/2019,Language 6,0
21/09/2019,Language 6,0
21/09/2019,Language 6,0
21/09/2019,Language 6,0
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 7,"65,33"
21/09/2019,Language 7,0
21/09/2019,Language 7,"24,83"
21/09/2019,Language 7,"5,33"
21/09/2019,Language 7,1
21/09/2019,Language 7,0
21/09/2019,Language 7,3
21/09/2019,Language 7,1
21/09/2019,Language 7,2
21/09/2019,Language 7,8
21/09/2019,Language 7,8
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 7,"11,5"
21/09/2019,Language 7,"4,5"
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 7,2
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 7,0
21/09/2019,Language 8,1
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 8,1
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 8,0
21/09/2019,Language 9,2
21/09/2019,Language 9,0
21/09/2019,Language 9,0
21/09/2019,Language 9,0
21/09/2019,Language 9,0
21/09/2019,Language 9,0
21/09/2019,Language 9,0
21/09/2019,Language 9,0
21/09/2019,Language 9,0
21/09/2019,Language 9,0
21/09/2019,Language 9,0
21/09/2019,Language 9,0
21/09/2019,Language 10,4
21/09/2019,Language 10,0
21/09/2019,Language 10,3
21/09/2019,Language 10,0
21/09/2019,Language 10,0
21/09/2019,Language 10,0
21/09/2019,Language 10,0
21/09/2019,Language 10,0
21/09/2019,Language 10,0
21/09/2019,Language 10,0
21/09/2019,Language 10,0
21/09/2019,Language 10,0
21/09/2019,Language 11,0
21/09/2019,Language 11,0
21/09/2019,Language 11,0
21/09/2019,Language 11,0
21/09/2019,Language 11,0
21/09/2019,Language 11,0
21/09/2019,Language 11,0
21/09/2019,Language 12,0
21/09/2019,Language 12,0
21/09/2019,Language 12,0
21/09/2019,Language 12,0
21/09/2019,Language 12,0
21/09/2019,Language 12,0
21/09/2019,Language 12,0
21/09/2019,Language 13,2
21/09/2019,Language 13,0
21/09/2019,Language 13,0
21/09/2019,Language 13,0
21/09/2019,Language 14,0
21/09/2019,Language 14,0
21/09/2019,Language 14,0
21/09/2019,Language 14,0
21/09/2019,Language 14,0
21/09/2019,Language 14,0
21/09/2019,Language 14,0
21/09/2019,Language 14,0
21/09/2019,Language 15,1
21/09/2019,Language 15,0
21/09/2019,Language 15,0
21/09/2019,Language 15,0
21/09/2019,Language 15,0
21/09/2019,Language 15,0
21/09/2019,Language 15,0
21/09/2019,Language 15,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
21/09/2019,Language 16,0
22/09/2019,Language 1,0
22/09/2019,Language 1,0
22/09/2019,Language 2,0
22/09/2019,Language 2,0
22/09/2019,Language 3,0
22/09/2019,Language 3,0
22/09/2019,Language 3,0
22/09/2019,Language 4,0
22/09/2019,Language 4,0
22/09/2019,Language 5,0
22/09/2019,Language 4,0
22/09/2019,Language 4,0
22/09/2019,Language 4,0
22/09/2019,Language 4,0
22/09/2019,Language 5,8
22/09/2019,Language 5,0
22/09/2019,Language 5,0
22/09/2019,Language 5,0
22/09/2019,Language 5,0
22/09/2019,Language 5,0
22/09/2019,Language 5,0
22/09/2019,Language 5,0
22/09/2019,Language 5,0
22/09/2019,Language 5,0
22/09/2019,Language 5,0
22/09/2019,Language 6,1
22/09/2019,Language 6,0
22/09/2019,Language 6,0
22/09/2019,Language 6,0
22/09/2019,Language 6,0
22/09/2019,Language 6,0
22/09/2019,Language 6,0
22/09/2019,Language 6,0
22/09/2019,Language 6,0
22/09/2019,Language 7,0
22/09/2019,Language 7,0
22/09/2019,Language 7,0
22/09/2019,Language 7,0
22/09/2019,Language 7,0
22/09/2019,Language 7,0
22/09/2019,Language 7,"58,13"
22/09/2019,Language 7,0
22/09/2019,Language 7,"30,37"
22/09/2019,Language 7,5
22/09/2019,Language 7,1
22/09/2019,Language 7,0
22/09/2019,Language 7,1
22/09/2019,Language 7,1
22/09/2019,Language 7,"5,5"
22/09/2019,Language 7,"5,58"
22/09/2019,Language 7,"13,27"
22/09/2019,Language 7,0
22/09/2019,Language 7,0
22/09/2019,Language 7,"7,33"
22/09/2019,Language 7,4
22/09/2019,Language 7,0
22/09/2019,Language 7,0
22/09/2019,Language 7,"0,5"
